lyrics_filename,mood,mood_cats,lyrics
Downhere___Little_Is_Much,calm,2,"""Little Is Much LyricsWhat is the measure of a life well-lived\nIf all I can offer seems too small to give\nThis is a song for the weaker, the poorer\nAnd so-called failures\n\nLittle is much when God's in it\nAnd no one can fathom the plans He holds\nLittle is much when God's in it\nHe changes the world with the seeds we sow\nLittle is much, little is much\nWho feels tired and under-qualified\nWho feels deserted, and hung out to dry\nThis is a song for the broken, the beat-up\nAnd so-called losers\n\nConsider a Kingdom in the smallest seed\nConsider that giants fall to stones and slings\nConsider a child in a manger\nConsider the story isn't over\nWhat can be done with what you still haveYou might also likeEmbed"", 'default'"
KT_Tunstall___Silent_Sea,sad,1,"""Silent Sea LyricsI was happy in my harbour when you cut me loose\nFloating on an ocean and confused\nWinds are whipping waves up like skyscrapers\nAnd the harder they hit me, the less I seem to bruise\n\nAnd when I find the controls\nI'll go where I like\nI'll know where I want to be\nBut maybe for now\nI'll stay right here\nOn a silent sea\nOn a silent sea\nI was happy in my harbour when you cut me loose\nFloating on an ocean and confused\n\nAnd when I find the controls\nI'll go where I like\nI'll know where I want to be\nBut maybe for now\nI'll stay right here\nOn a silent sea\nOn a silent sea\n\nI'll stay right here\nOn a silent sea\nOn a silent sea\n\nAnd when I find the controls\nI'll go where I like\nI'll know where I want to be\nBut maybe for now\nI'll stay right here\nOn a silent seaYou might also likeEmbed"", 'default'"
Adam_Green___Emily,sad,1,"""Emily LyricsI just don't care about the evening news\nI never listen to the crackhouse blues\nThey say the city is the place to be\nI wanna dance with Emily\n\nEverybody come around the window shop\nI guess they never seen the moves I got\nI wanna be with what the people see\nI wanna dance with Emily\n\nEmily, sweet baby, won't you be my wife\nCutting me wide open with a kitchen knife\nEverybody said that she is underage\nHonky tried to shoot me with a 7 gage\nNow I got the cookies that your momma sent\nI got permission from the government\nSomeone should mention to the minister\nNow I gotta dance with Jennifer\n\nJenny's got a mousehole full of pigeon scum\nOn top a mountain made of bubble gum\nDon't understand what all the grief is for\nNow I gotta dance with Eleanor\n\nEleanor, I wonder if we grew too slow\nStraight down the hatch beneath the streetlight's glow\nBaby when I get you on that persian rug\nThat's the kind of movie that I'm dreaming of\n\nI'll tell you something that you'd think I know\nI got two tickets to the sold out show\nSome of the fellas like to think I'm Greek\nI wanna love you maybe three days a week\n\nI just don't care about the evening news\nI never listen to the crackhouse blues\nI wanna be with what the people see\nI wanna dance with Emily\nI wanna dance with EmilyYou might also likeEmbed"", 'default'"
Kaiser_Chiefs___Another_Number,sad,1,"""Another Number LyricsI'm alone, and i'm cold\nJust another number\nOn another road x2\nOooooooooh\nAnd I never knew my name\nOooooooooh\nAnd i never knew my name\nI'm alone, and i'm cold\nJust another number\nOn another road x2\nI dissapear for hours\nOver the smallest things, yeah\nI dissapear for hours\nBaDa, BaDaDa, BaBa, BaDaDaDa, BaDa, BaDaDa, BaBa, BaDaDaDa\nOooooooooh\nAnd i never knew my name\nOooooooooh\nAnd i never knew my nameYou might also likeEmbed"", 'default'"
Bon_Iver___The_Wolves_Act_I_and_II,sad,1,"""The Wolves Act I and II Lyrics[Verse 1]\nSomeday, my pain\nSomeday, my pain will mark you\nHarness your blame\nHarness your blame and walk through\n\n[Chorus 1]\nWith the wild wolves around you\nIn the morning, I'll call you\nSend it farther on\n[Verse 2]\nSolace my game\nSolace my game, it stars you\nSwing wide your crane\nSwing wide your crane and run me through\n\n[Chorus 2]\nAnd the story's all over you\nIn the morning, I'll call you\nCan't you find a clue\nWhen your eyes are all painted Sinatra blue?\n\n[Bridge]\nWhat might have been lost\nWhat might have been lost\nWhat might have been lost\nWhat might have been lost Don't bother me\nWhat might have been lost\nWhat might have been lost\nWhat might have been lost Don't bother me\nWhat might have been lost Don't bother me\nWhat might have been Don't bother me\nWhat might have been Don't bother me\nWhat might have been lost Don't bother me\nWhat might have been lost Don't bother me\nWhat might have been lost\nWhat might have been lost\nAhh, ahh, ahh\nAhh, ahh, ahh\nSee Bon Iver LiveGet tickets as low as $101You might also like[Outro]\nSomeday, my pain\nSomeday, my pain\nSomeday, my pain\nSomeday, my pain22Embed"", 'default'"
Eyehategod___Ruptured_Heart_Theory,sad,1,"'Ruptured Heart Theory  [Missing  ]You might also likeEmbed', 'default'"
Dina_Carroll___This_Time,happy,0,"""This Time LyricsLonely, you on my mind\nHow could I let you go\nAll that we've been through\nI still need you next to me\nI said so many things\nI did not mean to say\nAnd although we tried to talk\nThe words, they got in the way\nNow that I realise\nI need you with me\nI've got to find a way to make you see\nThis time, it could be forever\nThis time, it could be so complete\nIt's time for us to be together\nNow I know what you mean to me\n\nNow that I understand\nThrough all this loneliness\nI need no other man\nSo here I am, I'm still needing you\nAs you were leaving\nI knew I was to blame\nBut I'm not gonna beg you\nTo come back and stay\nSo make up your mind now\n'Cos it's all up to you\nYes, we owe it to ourselves to see this through\n\nThis time, it could be forever\nThis time, it could be so complete\nIt's time for us to be together\nNow I know what you mean to me\n\nNo one could hold me\nNo one could have told me\nThat I would be feeling this way\nThe day's getting longer\nThe feeling is stronger\nPut an end to this pain right away\nYou might also likeThis time, it could be forever\nThis time, it could be so complete\nIt's time for us to be together\nNow I know what you mean to me\n\nOh what I fool I must have been\nTo lose the love that you were giving me\n\nThis time, it could be forever\nThis time, it could be so complete\nIt's time for us to be together\nNow I know what you mean to me\n\nI'm still wanting you, needing you\nMissing you, feeling you in my dreams\nAre you still wanting me, needing me\nMissing me, feeling me in your dreams\n'Cos the day you come back to me\nThat's how it's gonna be, just you and me\nJust you and me\n\nThis time, it's gonna be, it's gonna be you and me\nThis time, I want it to be so complete\nThis time, this time it has to be together\nOh baby, it's gonna be, it's gonna be, it's gonna be......Embed"", 'default'"
J_Geils_Band___Rage_In_The_Cage,happy,0,"'Rage in the Cage LyricsShopping center crazy\nI need some fast relief\nThe boss says, ""Boy, you\'re lazy""\nBut I\'m just bored beyond belief\nLaid off since last summer\nMan, this really takes the cake\nThis town is like a prison\nAnd I just got to make my break\nThey say ""Be cautious, little mister""\nThey shove it down your throat\nI\'m \'bout to choke - choke\nI\'m nauseous - my transistor\'s \'bout the\nOnly antidote to keep my temperature\nFrom runnin\' wild\nLet me hear that radio!\nThere\'s a rage in the cage\nThere\'s a rage in the cage\n\nSweet Diana to the rescue\nHot potato to my aid\nShe\'s the girl with the swirl\nLike air-conditioned lemonade\nBut the lady\'s on the hot-plate\nDaddy\'s threatened to disown\nHandcuffed tight in a chain of events\nI guess I\'m out here on my own\nIt don\'t take a PhD\nTo know I\'m goin\' nowhere fast\nI\'ve got to move - I\'m on the move\nIt don\'t take much to see\nThis town is livin\' in the past\nThey all just seem to wanna tie me down\nLet me hear that radio!\n\nThere\'s a rage in the cage\nThere\'s a rage in the cage\n\nI wanna rock it\nI\'ve got to rock it\nI\'ve gotta get me on that rocket ship to outa here\nWatch out!\nYou might also likeThis town is wearin\' ear plugs\nI\'m of age and loose to juice\nBut they say stop! You better stop!\nThere\'s a fire in the furnace\nBreakin\' out and breakin\' loose\nYou know I\'m just about to lose my mind\nThey don\'t want me paralyzed\nThey just want me neutralized\n\nThere\'s a rage in the cage\nThere\'s a rage in the cageEmbed', 'default'"
Graham_Colton___Forget_About_You,happy,0,"""Forget About You LyricsIt's been one year to the day\nSince I watched you drive away leaving me with only street lights glowing\nHere we are now face to face fumbling all the words to say\nHiding feelings that I don't want showing now\n\nI am useless young and stupid for thinking I'll get over you\nI'll make excuses but the truth is\nIt's the best that I can do\nI can't forget about you\n\nWe'd spend every day and night and never left each other's side\nBut I never asked you what you're thinking\nCause it's been one year to the day\nHere we are now face to face\nNow it feels like I am slowly sinking down\n[Chorus]\nEvery night I stayed up thinking my mind's made up\nEvery memory I hold on to\nIf I could only have a minute\nI know how I'd spend it saying everything I feel for you\nI feel for you\n\nI am useless young and stupid for thinking I'll get over you\nThere's no excuses cause the truth is\nThere's nothing left for me to do\nI can't forget about you\nForget about you\nI can't forget about you\nI won't forget about you\nForget about you\nI can't forget about youYou might also likeEmbed"", 'default'"
Andrew_Bird___Dark_Matter,calm,2,"""Darkmatter Lyrics[Verse 1]\nWhen I was just a little boy\nI threw away all of my action toys\nWhile I became obsessed with Operation\n\n[Verse 2]\nWith hearts and minds and certain glands\nYou gotta learn to keep a steady hand\nAnd thus began my morbid fascination\n\n[Bridge]\nTore the spines from out of all of these self-help books\nMade myself a gun that not only shoots but looks so real\nYeah, it shoots through steel with rays of darkmatter\nRays of darkmatter\n[Verse 3]\nDo you wonder where the self resides\nIs it in your head or between your sides\nAnd who'll would be the one who will decide\nIts true location\n\n[Verse 4]\nAnd does the thought about this red and black\nThought of tongues that taste you back\nFill you with the nausea of elation\n\n[Bridge]\nNoose is loosed around our necks made of DNA\nAnd every day it's growing tighter, no matter what they do or say\nAnd you can shoot right through with rays of darkmatter\nJust before they kick out, they kick out the ladder\nWith rays of darkmatter, rays of darkmatter\nLike something catching fire\n\n[Verse 3]See Andrew Bird LiveGet tickets as low as $48You might also likeEmbed"", 'default'"
Doves___The_Sulphur_Man,happy,0,"""The Sulphur Man Lyrics[Verse 1]\nFate\nBought you\nBrought you next to ghosts\nThey\nTalk in code\nLooking for the way out\nI hope, I hope\nI hope you want to live a day\nAnd learn to cope\nI hope you find what matters\n[Chorus]\nThrough the streets and on your own\nAlmost lost and almost home\nWe'll be looking all we can\nWe'll be searching for the sulphur man\n\n[Verse 2]\nPills stopped you\nStopped you feeling life\nFall\nInto a hole\nSympathy and all\nA soul in tatters\nA soul as black as coal\nI hope, I hope\nI wish you could find what matters\n\n[Chorus]\n\n[Chorus]\n\n[Chorus]You might also likeEmbed"", 'default'"
Ben_Lee___Close_Ive_Come,happy,0,"""Close I’ve Come LyricsI slipped into a house\nTo escape my enemies\nAnd opened the door to another world\nOf lovers and whores\nBut I loved you more\nThan any of them\nAnd ever before\n\nLook how close I've come, how close I've come\nHow close I've come, how close I've come\nHow close I've come, I'm far away\nThe universe is brought back\nFrom the brink of destruction\nEvery time you smile\nBut I can see things clearer\nIt's all smoke and mirrors\nYeah, you broke my fuckin' heart, but I still\nWant you\n\nLook how close I've come, how close I've come\nHow close I've come, how close I've come\nHow close I've come, I'm far away\nLook how close I've come, I'm far away\n\nOne can only guess\nWhat would happen if\nI got all my questions answered\nThen we'd know for sure\nWho's got the quickest draw\nWho's laying dead\nAnd who's above the law\n\nLook how close I've come, how close I've come\nHow close I've come, how close I've come\nHow close I've come, I'm far away\nLook how close I've come, I'm far awayYou might also likeEmbed"", 'default'"
Gloria_Estefan___Here_We_Are,anger,3,"""Here We Are LyricsHere we are, face to face\nWe forget, time and place\nHold me now, don't let go\nThough it hurts and we both know why\n\nThe time we spend together's gonna fly\nAnd everything you do to me is gonna feel so right\nBaby when you're loving me I feel like I could cry\n'Cause there's nothing I can do to keep from loving you\n\nHere we are, all alone\nTrembling hearts, beating strong\nReaching out, a breathless kiss\nI never thought could feel like this\nI want to stop the time from passing by\nI wanna close my eyes and feel your lips are touching mine\nBaby when you're close to me, I want you more each time\nAnd there's nothing I can do to keep from loving you\n\nThere's nothing I can do\nI'm helpless in your arms\nOh baby what you do\nI'm in love, this is it\nThere's no turning back this time\nNo, no, no\n\nHere we are, once again\nBut this time we're only friends\nFunny world, sometimes lies\nBecome the game, when love's the prize\n\nAnd though no one knows what's going on inside\nAnd all the love I feel for you is something I should hide\nWhen I have you close to me, the feeling's so sublime\nThat there's nothing I can do to keep from loving you\n\nNo, no, no\nCan't keep from loving you baby\nNo, no, no\nThere is nothing I can do, my baby\nCan't keep from loving youYou might also likeEmbed"", 'default'"
Art_Garfunkel___The_59th_Street_Bridge_Song_Feelin_Groovy,happy,0,"""The 59th Street Bridge Song Feelin’ Groovy  Slow down, you move too fast\nYou got to make the morning last\nJust kicking down the cobble stones\nLooking for fun and feelin' groovy\n\nHello lamppost\nWhat cha knowing?\nI've come to watch your flowers growing\nAin't cha got no rhymes for me?\nDoot-in' doo-doo\nFeelin' groovy\nGot no deeds to do\nNo promises to keep\nI'm dappled and drowsy and ready to sleep\nLet the morning time drop all its petals on me\nLife, I love you\nAll is groovySee Art Garfunkel LiveGet tickets as low as $80"
Foreigner___I_Want_To_Know_What_Love_Is,sad,1,"""I Want to Know What Love Is Lyrics[Verse 1]\nI've gotta take a little time\nA little time to think things over\nI better read between the lines\nIn case I need it when I'm older\n\n[Verse 2]\nNow this mountain I must climb\nFeels like a world upon my shoulders\nThrough the clouds, I see love shine\nIt keeps me warm as life grows colder\n[Pre-Chorus]\nIn my life there's been heartache and pain\nI don't know if I can face it again\nCan't stop now, I've traveled so far\nTo change this lonely life\n\n[Chorus]\nI wanna know what love is\nI want you to show me\nI wanna feel what love is\nI know you can show me\nOh\n\n[Verse 3]\nI'm gonna take a little time\nA little time to look around me\nI've got nowhere left to hide\nIt looks like love has finally found me\n\n[Pre-Chorus]\nIn my life there's been heartache and pain\nI don't know if I can face it again\nCan't stop now, I've traveled so far\nTo change this lonely life\n\n[Chorus / Outro]\nI wanna know what love is\nI want you to show me\nI wanna feel what love is\nI know you can show me\nI wanna know what love is\nI want you to show me\nAnd I wanna feel I wanna feel what love is\nAnd I know I know you can show me\nLet's talk about love\nI wanna know what love is The love that you feel inside\nI want you to show me And I'm feelin' so much love\nI wanna feel what love is No, you just cannot hide\nI know you can show me Yeah\nI wanna know what love is Let's talk about love\nI want you to show me, I wanna feel\nI wanna feel what love is And I know, and I know\nI know you can show me Yeah\nI wanna know what love is I wanna know\nI want you to show me I wanna know, I wanna know, wanna know\nI wanna feel what love is I wanna feel\nI know you can show meSee Foreigner LiveGet tickets as low as $10You might also like18Embed"", 'default'"
Aaron_Carter___One_Better,happy,0,"""One Better Lyrics[Verse 1]\nGive me a half a chance\nI'll make you understand\nThat what I've got to give\nIs so much more than this\nThan you'll ever know\nI don't say what's on my mind\nBut you'll find this out in time\nDon't always open up\nI'm not quick to trust\nAnd let someone inside\n[Pre-Chorus]\nI've got a lot to learn\nNever felt this way before\nBut I've got to say what's right for me\n\n[Chorus]\nYou should know that I can\nBe more than you will ever need\nI'll show you something new to see\nYeah\nI'll be the one you can believe\nI'll be one better\nYeah\nI'll be one better\n\n[Verse 2]\nYou've seen some falling stars\nYou've felt a broken heart\nTime is all it takes\nLearn from my mistakes\nKnow exactly what you are\nBut I can't hang on the side\nHad enough of all these fights\nGot to get to you\nGot to get this through\n'Till you realize\nYou might also like[Pre-Chorus]\nI've got a lot to learn\nNever felt this way before\nBut I got to say what's right for me\n\n[Chorus]\nYou should know that I can\nBe more than you will ever need\nI'll show you something new to see\nYeah\nI'll be the one you can believe\nI'll be one better\nYeah\n\n[Bridge]\nI won't back down\nNo never, no never\nYou don't have to be alone\n\n[Chorus]\nYou should know that I can\nBe more than you will ever need\nI'll show you something new to see\nI'll be the one you can believe\nI'll be one better\nOh....\n[Outro]\nI'll be one better\nOh...\nI'll be one better\nOhEmbed"", 'default'"
Celtic_Woman___The_Soft_Goodbye,happy,0,"""The Soft Goodbye LyricsWhen the light begins to fade\nAnd shadows fall across the sea\nOne bright star in the evening sky\nYour love's light leads me on my way\n\nThere's a dream that will not sleep\nA burning hope that will not die\nSo I must go now with the wind\nAnd leave you waiting on the tide\n\nTime to fly, time to touch the sky\nOne voice alone, a haunting cry\nOne song, one star burning bright\nMay it carry me through darkest night\nRain comes over the gray hills\nAnd on the air, a soft goodbye\nHear the song that I sing to you\nWhen the time has come to fly\n\nWhen I leave and take the wind\nAnd find the land that faith will bring\nThe brightest star in the evening sky\nIs yours to find for me\n\nIs yours to find for meSee Celtic Woman LiveGet tickets as low as $27You might also likeEmbed"", 'default'"
Fad_Gadget___Rickys_Hand,sad,1,"""Ricky’s Hand Lyrics[Verse 1]\nScratched his head, then pulled his ear\nReached out for a glass of beer\nRicky's hand\nRicky's hand\n\nFrom the pocket it pulled five pound\nRicky bought another round\nRicky's hand\nRicky's hand\nIn the dark it found his zip\nWiped his mouth when he was sick\nRicky's hand\nRicky's hand\n\n[Chorus]\nRicky's hand\nRicky's hand\n\n[Instrumental Break]\n\n[Verse 2]\nSix pints later he waved goodbye\nPicked his nose and squashed a fly\nRicky's hand\nRicky's hand\n\nSlamming the door it grasped the wheel\nNow Ricky's full of man appeal\nRicky's hand\nRicky's hand\n\nRicky contravened the highway code\nThe hand lies severed at the side of the road\nRicky's hand\nRicky's hand\nYou might also like[Chorus]\nRicky's hand\nRicky's hand\n\n[Chorus]\nRicky's hand\nRicky's hand\n\n[Outro]\nRicky's handEmbed"", 'default'"
Heather_Nova___Paper_Cup,happy,0,"""Paper Cup LyricsWishful thinking I might be yours\nDrifting on every step\nI'm always drawn to the dark horse\nSweet, sweet , oh nothing's said\n\nAnd every dream, every, is just a dream after all\nAnd everything stands so still when you dance\nEverything spins so fast\nAnd the night's in a paper cup\nWhen you want it to last\nWishful thinking you might be mine\nEvery shiver sends\nOne breath under the bridge of sighs\nBending where the river bends\n\nAnd every dream, every, is just a dream after all\n\nAnd everything stands so still when you dance\nEverything spins so fast\nAnd the night's in a paper cup\nWhen you want it to lastYou might also likeEmbed"", 'default'"
Enuff_Z_Nuff___Baby_Loves_You,happy,0,"""Baby Loves You  You know I've you know i've\nGot a little problem\nI have to be the one\nThe second guy to none\n\nAnd I've got\nA pretty little girlfriend\nWho tells me all the time\nThat she'll be forever mine\n\nAnd she says\nThat your baby loves you\nYes your baby loves you\nWhen you're baby loves you\nNothing's gonna hurt you\n\nSometimes\nI lie with my eyes open\nThere's so much on my mind\nMy teeth begin to grind\n\nAnd she'll console me\nRepeating through my senses\nEverything's ok\nAnd I hear her say\n\nWhen she says\n\nThat your baby loves you\nYes your baby loves you\nWhen you're baby loves you\nNothing's gonna hurt you\n\nWhen your baby loves you\nAll your dreams will come true\nWhen your baby loves you\nNothing's gonna hurt you\nYou might also likeBaby loves you\n\nguitar solo\n\nHold me tonight\nLove me tonight\nCome on pretty darlin'\nLove me tongiht\n\nLove me tonight\nLove me tonight\nCome on my pretty baby\nLove me tonight\n\nLove me tonight\nLove me tonight\nCome on pretty darlin'\nLove me tongiht\n\nLove me tonight\nLove me tonight\nCome on my pretty baby\nLove me tonight\n\nYour baby loves you\nWhen your baby loves you\nWhen your baby loves you\nNothing's gonna hurt you\nYour baby loves you\nYou dreams can come true\nWhen your baby loves you\nNothing's gonna hurt you\n\nBaby loves you\nLove me tonight\n\nBaby loves you\nLove me tonight\n\nBaby loves you\nLove me tonight\n\nBaby loves you\nLove me tonight\n\nBaby loves you\nLove me tonight\n\nOoooooooooooohhh"
Amy_Millan___Skinny_boy,calm,2,"""Skinny Boy  [Verse]\nSkinny boy, all bones, no lies\nYou're so miserable in the morning\nWill you wait up for me?\nIt's sordid and I can't find my feet\nAnd you've got lips I could spend a day with\n\n[Verse]\nSkinny boy, somewhere some prostitution\nSome denial, some doubt, some dance\nThey're coming with swords through the backdoor\nAnd there you are on the fence\nWith those lips I could spend a day with\n[Outro]\nWhen it's done, I'll drink champagne\nTo the lonely, lonely in me\nMonday, Tuesday, so lonely\nWednesday, Thursday, only me\nFriday, Saturday, only me\nHere comes Sunday"
Anna_Ternheim___Better_Be,sad,1,"""Better Be LyricsMe and you\nI better laugh in 20 years from now\nWith some perspective and dedication\nI will find somebody new\nIt better be someone special\nHe Better be coming very soon\nIt better be for real this time\nOh I know, it always was with you\nYou or no one\nI hope I'm wrong before I die of boredom\nI wantmore than\nDays and nights when I amuse\nMyself alone\nHe better be someone special\nHe better be devoted just like you\nIt better be for real this time\nOh I know, it always was with you\nFriends forever, oh no\nAnother girl will change your mind\nIn less than half the summer\nSo before you fall in love, I wonder\nWhen you asked for\nSomething that I couldn't give you\nMore of\nMe and you\nI talk as if it's now but nothing is new\nShe better be someone special\nShe better be more in love than me\nAnd if I was your brightest hour\nShe is now, as far as I can seeYou might also likeEmbed"", 'default'"
Dragonette___True_Believer,sad,1,"""True Believer  I don't play well with the other kids\nThey know that I'm dangerous\nIt's evident, I'm different\nMy punishment is imminent\n\nThey tell me that I'm no good\nThey say words\nThat I've got a curse\nI know that it's true\n\nBut you, you make me better\nYou give me pleasure\nIt's just your effect on me\nYou, you make me sweeter\nYou give me fever and I'm a believer\nI've had such a wicked time\nKissed the boys and made them cry\nLaugh and while I wave goodbye\nAnd they'd still like another try\n\nRoger, Larry, Dick and Tom\nMatthew, Harry, Luke, and John\nIf they knew who I've become, who I've become\nThe spell I'm under is you\n\nYou make me better\nYou give me pleasure\nIt's just your effect on me\nYou've taught me a lesson\nNow I'm behaving\nMust be what's best for me\nYou, you make me sweeter\nYou give me fever now I'm a believer\n\nDo you feel super\nI'm the new girl curled round your finger\nI've taken your potion\nAnd now I'm senseless, defenceless, a fool\nThe spell I'm under is you, it's you\nYou're just what's come over me\nYou're who's has gotten into me\nYou who did this thing to me, I used to be so bad\nYou might also likeBut you, you make me better\nYou give me pleasure\nMust be what's best for me\nYou, you make me sweeter\nYou give me fever I'm a believer\n\nI'm a believer\nA true believer\nI'm a believer\nA true believer"
Elliott_Smith___Single_File,calm,2,"""Single File  [Verse 1]\nHere in line where stupid shit collides\nWith dying shooting stars\nAll we got to show what we really are\nIs the same kind of scars\nAnd looking at you all I see is\nYou're waiting for something\n\n[Chorus]\nSingle file\nYou're a murder mile\nYou idiot kid\nYour arm's got a death in it\n[Verse 2]\nIf you're choking up, take this paper cup\nBut there's a price that you'll pay\nFor trying hard to become whatever they are\nAnd saying whatever they say\nSo help yourself to this bitter pill\nOr somebody else will\n\n[Chorus]\nSingle file\nYou're a murder mile\nYou idiot kid\nYour arm's got a death in it\n\nSingle file\nSingle file\nSingle file\nSingle file"
Dead_Poetic___Long_Forgotten,anger,3,"""Long Forgotten LyricsFeeling low, like I'm ready to crack and\nSlowly moving from bending to breaking\nI stay diluted to avoid the pain\nBut I give her more than she can take\n\nI'm only killing the only haven\nThe still asylum I haven't destroyed yet\nAnd when it's gone I'm left with nothing\n\nThis isn't what we counted on\nThis isn't what we said it'd be\nThe fantasy is dead\nAnd I can't feel it\nThis isn't what we counted on\nThis isn't what we said it'd be\nThe fantasy is dead\nAnd long forgotten\nI told her she was killing me and\nShe said she was already dead\nEvery ounce of emotion fades\nAnd I promise you it'll end someday, I hope\n\nI'm only hoping that this is common\nShe's all I'm living with when all this fades away\nAnd when it's gone I'm left with nothing\n\nShe doesn't need it\nShe doesn't need it\nMy optimism is masking my failureYou might also likeEmbed"", 'default'"
Heather_Nova___Im_On_Fire,happy,0,"""I’m on Fire LyricsHey, little boy, is your mother home\nDid she go away and leave you all alone\nI got a bad desire\nOh oh oh, I'm on fire\n\nTell me now, baby, is she good to you\nDoes she do to you the things I don't do\nI can take you higher\nOh oh oh, I'm on fire\nOh oh oh, I'm on fire\nSometimes it's like someone took a knife, baby, edgy and dull\nAnd put a six-inch valley through the middle of my soul\nAt night I wake up with the sheets soaking wet\nAnd a freight train running through the middle of my head\nOnly you can cool my desire\nOh oh oh, I'm on fire\nOh oh oh, I'm on fire\nOh oh oh, I'm on fireYou might also likeEmbed"", 'default'"
Home_Video___That_You_Might,happy,0,"""That You Might LyricsThere is a helpless need for human touch\nWe are smashed beneath\nOn hands and knees, pleading\nAnd it's easier to look away\nAnd it's easier to believe what they say\n\nThat you might see my side and for a minute give in\nThat we are weak and we are suffering\nThat you might see my side and for a minute give in\n\nThere is a driving need to stamp us out\nWe are made to be ignorant and quiet\nAs we give it up for nothing\nAnd we leave it to be taken away\nThat you might see my side and for a minute give in\nThat we are weak and we are suffering\nThat you might see my side and for a minute give inYou might also like1Embed"", 'default'"
Faith_No_More___Everythings_Ruined,sad,1,"""Everything’s Ruined Lyrics[Intro]\nWe were so happy\n\n[Verse 1]\nThings worked out better than we had planned\nCapital from boy, woman and man\nWe were like ink and paper\nNumbers on a calculator\nKnew arithmetic so well\nWorking overtime\nCompleted what was assigned\nWe had to multiply ourselves\n[Pre-Chorus]\nA bouncing little baby\nA shiny copper penny\n\n[Chorus 1]\nAnd he spent himself\nWould not listen to us\nBut when he lost his appetite\nHe lost his weight in friends\n\n[Verse 2]\nHe became a fat nickel so fast\nThen came puberty\nExponentially\nSoon our boy became a million\n\n[Chorus 2]\nPeople loved him so\nAnd helped him to grow\nEveryone knew the thing that was best\nOf course, he must invest\n\n[Post-Chorus]\nA penny won't do, no\nA penny won't do, no\nA penny won't do, no\nA penny won't do, no\nYou might also like[Bridge]\nBut he made us proud\nHe made us rich\nAnd how were we to know\nHe's counterfeit?\n\n[Outro]\nNow everything's ruined, yeah\nNow everything's ruined, yeah\nNow everything's ruined, yeah\nNow everything's ruined, yeah\nNow everything's ruined, yeah\nNow everything's ruined, yeah\nNow everything's ruined, yeah\nNow everything's ruined, yeah2Embed"", 'default'"
Ben_Folds___Prison_Food,calm,2,"""Prison Food LyricsYou walked the earth\nTalked and never spoke a word\nShe wonders who'll be the first to go\n\nI said, you know\nThe biggest things we gotta face alone\nDon't wanna waste time and go\n\nAlone\nAlone again\nAlone\nAlone again\nA trace of me\nIt floats in my periphery\nAnd every time I turn to see it goes\n\nAlone\nAlone again\nAlone\nAlone again\nAlone\nAlone again\n\nFloating by like a satellite\nTo pass the time, you'll float by again\nAnd I can tell you about the little things\nSo you don't think about the big things for a while\n\nYou walked the earth\nTalked and never spoke a word\nShe wonders who will be the first to go\n\nAlone\nAlone again\nAlone\nAlone again\nAlone\nAlone again\nAlone\nAlone again\nAloneSee Ben Folds LiveGet tickets as low as $42You might also likeEmbed"", 'default'"
Dirty_Projectors___Stillness_Is_The_Move,happy,0,"'Stillness Is the Move  When the child was just a child\nIt did not know what it was\nLike a child it had no habits\nNo opinions about anything\nMaybe I will get a job\nGet a job as a waitress\nMaybe waiting tables in a diner\nIn some remote city down the highway\n\n[Hook]\nAfter all that we’ve been through\nI know we’ll make it, I know the way\nThe question is it true\nThere is nothing we can’t do\nI see you along the way baby\nThe stillness is the move\nOn top of every mountain\nThere was a great longing\nFor another even higher mountain\nIn each city longing for a bigger city\n\n[Hook]\nAfter all that we’ve been through\nI know that I will always love you\nFrom now until forever baby\nI can’t imagine anything better\nAfter all that we’ve been through\nI know we’ll make it, I know the way\nThe question is it true\nThere is nothing we can’t do\nI see you along the way baby\n\nIsn’t life under the sun just a crazy dream\nIsn’t life just some mirage of the world before the world\nBefore the world\nWhy am I here and not over there\nWhere did time begin\nWhere does space end\nWhere do you and I\nWhere do you and I begin\n\nAfter all that we’ve been through\nI know we’ll make it, I know the way\nThe question is it true\nThere is nothing we can’t do\nI see you along the way baby\nThe stillness is the move\nAfter all that we’ve been through\nI know we’ll make it, I know the way\nThe question is it true\nThere is nothing we can’t do\nI see you along the way baby\nThe stillness is the moveYou might also like6Embed', 'default'"
